Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,cleaned_tweet
USER Mbaku mua doang 1jt edan',0,1,0,0,0,0,0,0,0,0,0,0,pengguna mbakku mua doang  juta
"Kalau France-England in the final, jadinya duel dua imperialis di tanah komunis \xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0,0,0,0,0,0,0,0,0,0,0,0,kalau franceengland in the final jadinya duel dua imperialis di tanah
GANYANG PKI ampe ke akar akarnya URL,1,0,0,1,0,1,0,0,0,0,0,1,ganyang partai  indonesia sampai ke akar akarnya uniform resource locator
"USER USER USER Lah sama aja ngawur kayaknya haha, saya mah gatau arti kafir, makanya saya lebih baik diem daripada sok ngide hehehe'",0,0,0,0,0,0,0,0,0,0,0,0,pengguna pengguna pengguna lah sama saja ngawur kayaknya haha saya adalah tak tau arti  makanya saya lebih baik diam daripada sok memberi ide hehe
"USER Betul, setuju gw, bosan, muak. Apalagi ma kelakuan cebong, nyinyirnya kebangetan.'",1,1,0,1,0,0,0,0,1,0,1,0,pengguna betul setuju gue bosan muak apalagi sama kelakuan  nyinyirnya kebangetan
USER Iya edan kaya lu',1,1,1,0,0,0,1,0,0,1,0,0,pengguna iya  kayak kamu
"Apa sih salahnya org2 yg bukan cina temenan sama yg cina sampe dibilang ""bau cina bau cina"" aduh Tuhan tolong dah orang kek gt ckckck gaabis pikir pikirannya sempit bgt dah. Walaupun gue ada cinanya jg gue di KTP WNI men bukan WNA.'",0,0,0,0,0,0,0,0,0,0,0,0,apa sih salahnya orang yang bukan cina berteman sama yang cina sampai dibilang bau cina bau cina aduh tuhan tolong sudah orang kayak begitu wkwk enggak habis pikir pikirannya sempit banget sudah walaupun gue ada cinanya juga gue di kartu tanda penduduk warga negara indonesia men bukan warga negara
USER USER nauzubillah ini rezim sangat anti islam,1,0,1,0,1,0,0,0,0,1,0,0,pengguna pengguna nauzubillah ini  sangat anti islam
"USER USER USER USER USER USER USER USER Emang bener kawan, aktifis 98 yg di gerakan LB MURDANI Biayai anak2 GMNI, yg notabene organisasimahasiswa bentukan pki.'",0,0,0,0,0,0,0,0,0,0,0,0,pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna memang benar kawan aktivis  yang di gerakan lembar moerdani biayai anak bagaimana nih yang notabene organisasi mahasiswa bentukan partai  indonesia
USER Sendirinya juga sipit malah ngatain gua',0,0,0,0,0,0,0,0,0,0,0,0,pengguna sendirinya juga  malah memaki gue
USER USER USER USER Masio aku ISLAM NUSANTARA koen kate lapo ...jancik matane picek kok sugik iki',1,1,1,0,0,0,1,0,0,1,0,0,pengguna pengguna pengguna pengguna masih aku islam nusantara koen kate lapo  matanya  kok sugik ini
USER Gue cuma makan snack doang anjir belom makan nasi wkwkwk',0,1,0,0,0,0,0,0,0,0,0,0,pengguna gue cuma makan makanan ringan doang  belum makan nasi wkwk
"USER USER USER USER Biasalah Bani pemarah klo diajak ngobrol lari ksana kemari,cari"" alasan,,,'",1,0,0,1,0,0,0,0,1,0,1,0,pengguna pengguna pengguna pengguna biasalah  pemarah kalau diajak mengobrol lari kesana kemaricari alasan
Mantappppppp....,0,0,0,0,0,0,0,0,0,0,0,0,mantappppppp
"Di dunia ini kayaknya cm Jokowi ya, presiden yg dituding ""liberal"" & ""kapitalis"" sekaligus ""komunis"", jg ""lemah"" sekaligus ""otoriter"".",1,0,1,0,0,0,0,0,1,1,0,0,di dunia ini kayaknya cuma jokowi ya presiden yang dituding liberal  kapitalis sekaligus  juga lemah sekaligus otoriter
USER Si amat emang nggak bodo. Gue bilangin amat nih lo bawa2 nama dia.',0,0,0,0,0,0,0,0,0,0,0,0,pengguna sih amat memang enggak  gue bilang amat nih kamu bawa nama dia
"USER USER USER USER USER USER USER Ahh kacrut lah, sok sibuk belain tp masih blm tau siape yg bakal jd wapresnye \xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86'",1,1,0,1,0,0,0,0,1,0,1,0,pengguna pengguna pengguna pengguna pengguna pengguna pengguna ah  lah sok sibuk membela tetapi masih belum tau siapa yang bakal jadi wakil presidennya
"USER USER masihkan akan berbaik hati dgn TKA? Istighfar paaak, sebelum rakyat tak mampu lagi bersabar! URL",1,0,1,0,0,0,0,0,1,1,0,0,pengguna pengguna masihkan akan berbaik hati dengan tenaga kerja  istighfar pak sebelum rakyat tak mampu lagi bersabar uniform resource locator
USER Pake muka lo ya lesbi dong anjir jadinya',0,1,0,0,0,0,0,0,0,0,0,0,pengguna pakai muka kamu ya  dong  jadinya
"USER Kenapa harus iri? Mereka wudhu (menyucikan diri) sebelum bertemu dgn Tuhan mereka. Org Kristen tidak perlu menyucikan diri trlebih dahulu, karena Tuhan Yesus akan mau menerima segala dosa2/kenajisan kita. Dan Ia sendiri yg akan menyucikan kita.",0,0,0,0,0,0,0,0,0,0,0,0,pengguna kenapa harus iri mereka wudhu menyucikan diri sebelum bertemu dengan tuhan mereka orang kristen tidak perlu menyucikan diri terlebih dahulu karena tuhan yesus akan mau menerima segala dosa kenajisan kita dan ia sendiri yang akan menyucikan kita
USER Apa kbr memek tembem..',0,1,0,0,0,0,0,0,0,0,0,0,pengguna apa kabar  tembem
"Paling nanti komentarnya ""jangan transaksi pake dollar"".; ; #2019GantiPresiden ; #2019PresidenBaru",1,0,1,0,0,0,0,0,1,1,0,0,paling nanti komentarnya jangan transaksi pakai dolar   ganti presiden   presidenbaru
"jujur orang cerdas dan pintar pilih orang imam dan mampu memimpin ..bisa sholat...bisa ngaji..santun, sopan..tidak seperti babi kafir ahok",1,1,1,0,1,0,0,0,0,1,0,0,jujur orang cerdas dan pintar pilih orang imam dan mampu memimpin bisa salatbisa mengajisantun sopantidak seperti   ahok
USER Oh ternyata kesibukan bertambah promosi hoax\nKampret laah\nIni nomor 0856 bisa di daftar ke USER ga\nBiar ga perlu ganti nomer\nUSER terlalu sibuk promosi hoax',1,1,0,1,0,0,0,0,1,0,1,0,pengguna oh ternyata kesibukan bertambah promosi hoaks  lah ini nomor  bisa di daftar ke pengguna tidak biar tidak perlu ganti nomer pengguna terlalu sibuk promosi hoaks
Ini pasti salah Jokowi! URL,1,0,1,0,0,0,0,0,1,1,0,0,ini pasti salah jokowi uniform resource locator
USER Di filipina itu gereja katholik memegang peranan sangat kuat moen dalam kehidupan sehari hari. Mis: pemerintah anjurkan kb...gereja katholik mengharamkan jadinya filipina penduduknya trus tumbuh.',0,0,0,0,0,0,0,0,0,0,0,0,pengguna di filipina itu gereja katolik memegang peranan sangat kuat momen dalam kehidupan sehari hari mis pemerintah anjurkan kbgereja katolik mengharamkan jadinya filipina penduduknya terus tumbuh
USER Sebagai netijen yg penasaran. Kalo abis eue kan ada tuh sesi pillow talk atau cuma ndusel2 lucu Ampe ketiduran. Paul Lo gitu gak sih ? Apa abis ena enak terus kaku lagi kek bh baru ?',0,1,0,0,0,0,0,0,0,0,0,0,pengguna sebagai warganet yang penasaran kalau habis  kan ada itu sesi pillow talk atau cuma ndusel lucu sampai ketiduran paul kamu begitu tidak sih  apa habis ena enak terus kaku lagi kayak bh baru
"USER : mudah""an jd budek beneran!!!'",1,1,1,0,0,0,1,0,0,1,0,0,pengguna  mudahan jadi  benaran
"USER USER USER ane kasih tau ya.. yg bunuh yesus itu yahudi bukan muslim, knp kristen jadi benci muslim? muslim menghormati yesus sbg Nabi, penganut agama yg lain seperti budha, hindu, dll bahkan gak mengakui yesus sbg apapun, k",0,0,0,0,0,0,0,0,0,0,0,0,pengguna pengguna pengguna saya kasih tau ya yang bunuh yesus itu yahudi bukan muslim kenapa kristen jadi benci muslim muslim menghormati yesus sebagai nabi penganut agama yang lain seperti buddha hindu dan lain lain bahkan tidak mengakui yesus sebagai apapun k
"USER Hanya politikus yg gila jabatan&amp;harta yg bilang pak Jkw antek asing. Serta parpol gurem cari pendukung PD pilpres 2019. Kehabisan wacana berpolitik tanpa B's buat program pembangunan NKRI. Ujungnya jual kebencian,hoax dan agama serta ge",0,0,0,0,0,0,0,0,0,0,0,0,pengguna hanya politikus yang  jabatanampharta yang bilang pak jokowi   serta partai politik gurem cari pendukung pada pemilihan presiden   kehabisan wacana berpolitik tanpa bsi buat program pembangunan negara kesatuan republik indonesia ujungnya jual kebencianhoaks dan agama serta ge
Ibnu Mubarak pernah memiliki tetangga seorang yahudi.\nnamun ia selalu lebih dahulu memberi makan tetangganya itu sebelum anak- anaknya sendiri.bahkan ia selalu memberi pakaian padanya sebelum memberi pakaian anak-anaknya.',0,0,0,0,0,0,0,0,0,0,0,0,ibnu mubarak pernah memiliki tetangga seorang yahudi namun ia selalu lebih dahulu memberi makan tetangganya itu sebelum anak anaknya sendiribahkan ia selalu memberi pakaian padanya sebelum memberi pakaian anakanaknya
"""Jika seorang ahli kitab (Yahudi dan Nashrani) memberi salam pada kalian, maka balaslah dengan ucapan wa\xe2\x80\x99alaikum.\xe2\x80\x9d (HR. Bukhari dan Muslim).'",0,0,0,0,0,0,0,0,0,0,0,0,jika seorang ahli kitab yahudi dan nasrani memberi salam pada kalian maka balaslah dengan ucapan wa   alaikum    hari bukhari dan muslim
"USER Selain musiknya pakai bahasa asing, juga yang ditampilkan ada beberapa kesenian maupun budaya yang bukan asli dari Jawa Tengah.",0,0,0,0,0,0,0,0,0,0,0,0,pengguna selain musiknya pakai bahasa  juga yang ditampilkan ada beberapa kesenian maupun budaya yang bukan asli dari jawa tengah
USER USER sontoloyo emang jakarta nih',1,1,0,1,0,0,0,0,1,0,1,0,pengguna pengguna  memang jakarta nih
"Gelombang Tenaga Kerja Asing Asal Cina Berbondong-Bondong Memasuki Kota Kendari, Sulteng ; Duh...mirisnya nasib anak bangsaku !; #2019GantiPresiden",1,0,0,1,0,0,0,0,1,0,1,0,gelombang tenaga kerja  asal cina berbondongbondong memasuki kota kendari sulawesi tengah  aduhmirisnya nasib anak bangsaku   ganti presiden
"USER Maaf saya menilai ucapan BAPAK HIDAYAT NUR WAHID yg terhormat itu sebagai gambaran betapa munafik, picik dan kotornya hati anda.'",1,1,1,0,0,0,0,0,1,1,0,0,pengguna maaf saya menilai ucapan bapak hidayat nur wahid yang terhormat itu sebagai gambaran betapa  picik dan kotornya hati anda
Bangke. Gak dijual nih acc',0,1,0,0,0,0,0,0,0,0,0,0,tidak dijual nih acc
"Nga inget kpn terakhir kali mimpi indah. Reality kek tai, mimpi masa tai jg :('",0,1,0,0,0,0,0,0,0,0,0,0,tidak ingat kapan terakhir kali mimpi indah realita kayak  mimpi masa  juga
"Bisa bertitel Kaji dri dulu sampai sekarang memang tdk Murah(Muahal). Blm lagi ngantri kebrangkatanya. Bsa 5-8an thn lebih, bru bisa brangkt. Kaji+, pun, yg katanya bs cpt, juga hrs nugu. Alternatif cept kaji adlh jadi TKI di middle east. Salut dg mreka.",0,0,0,0,0,0,0,0,0,0,0,0,bisa bertitel kaji dari dulu sampai sekarang memang tidak murahmahal belum lagi mengantre kebrangkatanya bisa   an tahun lebih baru bisa berangkat kaji pun yang katanya bisa cepat juga harus nugu alternatif cepat kaji adalah jadi tenaga kerja indonesia di tengah east salut dengan mereka
RT USER: Milanisti kampret URL,1,1,0,1,0,0,0,0,1,0,1,0,rt pengguna milanisti  uniform resource locator
Ootd sih Eifell Amora Mollien Naufalyn ( Molen ) cantik semok sih sipit belo kesayangan aunty \xf0\x9f\x91\xb6\xf0\x9f\x98\x8d\xf0\x9f\x98\x98',0,0,0,0,0,0,0,0,0,0,0,0,outfit of the day sih eiffel amora mollien naufal  molen  cantik semok sih  belo kesayangan aunty
USER USER pekok kui abu tours asu taik taik kabeh... luwes asuuuu cino 35T bajingan taik asu maling sejati gawe indonesia rusak \xe2\x98\xba\xef\xb8\x8f',1,1,0,1,0,1,0,0,0,0,1,0,pengguna pengguna  itu abu tours    semua luwes asuuuu cina  t    maling sejati kerja indonesia rusak
Perbuatan LGBT itu sendiri adalah melampau. URL,0,0,0,0,0,0,0,0,0,0,0,0,perbuatan  itu sendiri adalah melampau uniform resource locator
"RT USER: Mantap bgt bro, \nUdah ganteng, pake dasi, doyan ngentot lagi\xf0\x9f\x8d\x8c\xf0\x9f\x8d\x8c\n\xf0\x9f\x92\x8b\xf0\x9f\x92\xa6 \xf0\x9f\x98\x98\n\nRT, Like, &amp; Follow\n\n #gayvid #gaysex #gayvideo \n\nUSER\xe2\x80\xa6'",0,1,0,0,0,0,0,0,0,0,0,0,rt pengguna mantap banget bro  sudah ganteng pakai dasi suka  lagi                        rt like amp follow    video  sex  video   pengguna
Munafik kok teriak munafik ? Ngaca dulu sana.',1,1,1,0,0,0,0,0,1,1,0,0,kok teriak   mengaca dulu sana
USER Jambu bol mungkin bisa diperhalus dgn jambu bokong (?)',0,1,0,0,0,0,0,0,0,0,0,0,pengguna jambu bol mungkin bisa diperhalus dengan jambu
"USER nganggur tuh 1 lobang, sini titit abang yang masuk'",0,1,0,0,0,0,0,0,0,0,0,0,pengguna menganggur itu  lobang sini  abang yang masuk
"Baru pertama kali gue bener2 naksir sama cowo yg mukanya asia parah, i mean....sipit, putih, adohhh gilak gue bener2 tergila2'",0,0,0,0,0,0,0,0,0,0,0,0,baru pertama kali gue benar menaksir sama cowok yang mukanya asia parah i mean putih adohhh  gue benar tergila
USER Terima kasih presiden Jokowi,0,0,0,0,0,0,0,0,0,0,0,0,pengguna terima kasih presiden jokowi
USER USER Haha.. Hayo... Ya boleh rasis cina cinaan loh... Nenek moyang kita semua dari China Bagian selatan loh... Sebelum namanya China. \xe2\x9c\x8c\xe2\x9c\x8c',0,0,0,0,0,0,0,0,0,0,0,0,pengguna pengguna haha hayo ya boleh racist cina cinaan lah nenek moyang kita semua dari cina bagian selatan lah sebelum namanya cina
"USER Ya bukan di italy aja, di institusi agama kristen dikebanyakan neg maju, mereka hampir sama dg peran peran volunteerism dan foundation, lagian agama di Indonesia dan tokohnya hanya dipake untuk ritual lima tahunan aja, kan jadi mereduksi makna",0,0,0,0,0,0,0,0,0,0,0,0,pengguna ya bukan di italia saja di institusi agama kristen dikebanyakan tawar maju mereka hampir sama dengan peran peran kesukarelaan dan foundation lagian agama di indonesia dan tokohnya hanya dipakai untuk ritual lima tahunan saja kan jadi mereduksi makna
"USER USER permintaan maaf si kunyuk ini ga ada artinya, otaknya tetep aja nyinyir'",1,1,1,0,0,0,0,0,1,1,0,0,pengguna pengguna permintaan maaf sih  ini tidak ada artinya otaknya tetap saja nyinyir
USER USER USER Yg ngomong gitu siapa? Yg harus loe tanya itu knp gandeng 4 bank asing? Bukannya melakukan langkah hukum utk menggugat peraturan yg mengistimewakan Freeport?',0,0,0,0,0,0,0,0,0,0,0,0,pengguna pengguna pengguna yang berbicara begitu siapa yang harus kamu tanya itu kenapa gandeng  bank  bukannya melakukan langkah hukum untuk menggugat peraturan yang mengistimewakan freeport
Ngupiii ahhhh�??�??�??�??�,0,0,0,0,0,0,0,0,0,0,0,0,ngupiii ah
Muslim Rohingya: ''4 hari aku gendong ibuku. Desa dibakar Teroris Budha'',1,0,0,1,1,0,0,0,0,0,1,0,muslim rohingya  hari aku gendong ibuku desa dibakar teroris buddha
"Dan orang"" yg ngga bisa berpikir lurus itu dipelihara Jokowi dalam berbagai organisasi. Kebayang ngga kacaunya Indonesia nanti? Duh!",1,0,1,0,0,0,0,0,1,1,0,0,dan orang yang tidak bisa berpikir lurus itu dipelihara jokowi dalam berbagai organisasi terbayang tidak kacaunya indonesia nanti aduh
"Bagaimana mungkin aku menginginkan dia yang taat agama, sedangkan aku masih jauh dari agama... �???�???�???",0,0,0,0,0,0,0,0,0,0,0,0,bagaimana mungkin aku menginginkan dia yang taat agama sedangkan aku masih jauh dari agama
"Banyak Laporan tentang Gafatar, Kami Rekomendasikan Dilarang Yg harus dilarang ISLAM #hikdun",1,0,0,1,1,0,0,0,0,0,1,0,banyak laporan tentang gerakan fajar nusantara kami rekomendasikan dilarang yang harus dilarang islam hikdun
"USER Wkwkwk iya betul juga sih.. jadi saksi bisu kegalauan.. ampe sempet mikir, nih anak stress knp sih?\xf0\x9f\x98\x85\neh, tapi taunya besok2nya malah tweetnya isinya JKT48\xf0\x9f\xa4\xa3'",0,0,0,0,0,0,0,0,0,0,0,0,pengguna wkwk iya betul juga sih jadi saksi  kegalauan sampai sempat pikir nih anak stres kenapa sih     eh tapi taunya besok nya malah twitnya isinya jakarta
"Padahal air itu tidak akan sampai ke mulutnya. Dan doa orang-orang kafir itu, hanyalah sia-sia belaka.""\n\n(QS. Ar-Ra\'d 13: Ayat 14)'",0,0,0,0,0,0,0,0,0,0,0,0,padahal air itu tidak akan sampai ke mulutnya dan doa orangorang  itu hanyalah kamukamu belaka  qs arradi   ayat
"Follow USER untuk mengetahui informasi terkini mengenai ekonomi, keuangan, perbankan, investasi, saham di Indonesia dan dunia hari ini",0,0,0,0,0,0,0,0,0,0,0,0,follow pengguna untuk mengetahui informasi terkini mengenai ekonomi keuangan perbankan investasi saham di indonesia dan dunia hari ini
"#ffgenpi Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali bertemu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) #SebaBaduy2018- #alambanten*",0,0,0,0,0,0,0,0,0,0,0,0,fan fiction generasi pesona indonesia warga badui setelah selesai memperingati tradisi seba di pendopo pemerintah kabupaten lebak akan dilanjutkan kembali bertemu dengan gubernur banten wahidin halim hari ini sabtu    sebabaduy  alam banten
Nah loh. Masih menyebut Jokowi Antek Asing?. Ckckc',0,0,0,0,0,0,0,0,0,0,0,0,nah lah masih menyebut jokowi   wkwk
Ade Armando Dipolisikan soal Postingan 'Azan Tidak Suci',0,0,0,0,0,0,0,0,0,0,0,0,adek armando dipolisikan soal postingan azan tidak suci
FIFA siasat isu `suara monyet' aksi Perancis-Russia URL,0,0,0,0,0,0,0,0,0,0,0,0,federation of international football association siasat isu suara  aksi prancisrusia uniform resource locator
"USER USER USER USER tengok cara balas, Ni ke cara #KitaOK pertahankan #ASSTAG diorang\ncomeonla\n\nMaki hamun bukan MATLAMAT KEMPEN #KitaOK\n\nSebab tu PAKCIK nak HAPUSKAN #BANGSAANJING Ni!!!\n\nIni adalah ANJING &gt;&gt;&gt; \xf0\x9f\x90\xbc\xf0\x9",1,1,0,1,0,0,0,0,1,0,1,0,pengguna pengguna pengguna pengguna tengok cara balas nih ke cara kita oke pertahankan astaga di orang comeonla  maki hamun bukan tujuan kempen kita oke  sebab itu pak cik nak hapuskan bangsa  nih  ini adalah  begitubegitubegitu      x
"USER Denkuzul,,kebanyakan minum kencing onta ente,,makanya ngacooo,,bahalul ente,,sama kayak wan abud'",1,1,1,0,0,0,0,0,1,1,0,0,pengguna denkuzulkebanyakan minum kencing  kamumakanya ngacooobahlul kamusama kayak wan abud
"Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali bertemu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) #SebaBaduy2018; �???Sabtu 21 April 2018",0,0,0,0,0,0,0,0,0,0,0,0,warga badui setelah selesai memperingati tradisi seba di pendopo pemerintah kabupaten lebak akan dilanjutkan kembali bertemu dengan gubernur banten wahidin halim hari ini sabtu    sebabaduy  sabtu  april
"USER Dan mungkin sepertinya satu lagi: bisa membuat anak memiliki karakter ""Autis"".'",0,0,0,0,0,0,0,0,0,0,0,0,pengguna dan mungkin sepertinya satu lagi bisa membuat anak memiliki karakter
USER ya angkot lebih goblog',0,1,0,0,0,0,0,0,0,0,0,0,pengguna ya angkutan kota lebih
"Diduga Bawa Kabur Uang Calon Jemaah, Dirut Travel Umroh Dipolisikan >Jika Allah SWT Tuhan sdh kena azab paling pedih",1,0,0,1,1,0,0,0,0,0,1,0,diduga bawa kabur uang calon jemaah direktur utama travel umrah dipolisikan jika allah subhanahu wa taala tuhan sudah kena azab paling pedih
"Duta AS ke PBB, Nikki Haley telah pulang ke White House, menolak dakwaan penasihat tertinggi bahawa dia keliru dengan mengatakan Presiden Donald Trump akan mengenakan sekatan baru ke atas Rusia.",0,0,0,0,0,0,0,0,0,0,0,0,duta as ke pbb nikki haley telah pulang ke white house menolak dakwaan penasihat tertinggi bahwa dia keliru dengan mengatakan presiden donald trump akan mengenakan sekatan baru ke atas rusia
Tahun 1999 poros tengah bisa terbentuk dikarenakan pemilihan presiden melalui mekanisme MPR; Namun saat ini pemilihan presiden oleh rakyat; ; TIDAK MUNGKIN ADA POROS KETIGA,0,0,0,0,0,0,0,0,0,0,0,0,tahun  poros tengah bisa terbentuk dikarenakan pemilihan presiden melalui mekanisme majelis permusyawaratan rakyat namun saat ini pemilihan presiden oleh rakyat  tidak mungkin ada poros ketiga
USER karna kamu mirip tai\xf0\x9f\x98\x8,1,1,1,0,0,0,0,0,1,1,0,0,pengguna karena kamu mirip    x
"USER USER Biru gak punya titit, udah ditebas'",0,1,0,0,0,0,0,0,0,0,0,0,pengguna pengguna biru tidak punya  sudah ditebas
USER USER USER MAUNYA DI JAMBAN ;(',0,0,0,0,0,0,0,0,0,0,0,0,pengguna pengguna pengguna maunya di
USER Hah? Apaan? Mau nete?',0,1,0,0,0,0,0,0,0,0,0,0,pengguna ha apaan mau
FEKAES.FPIE.DKK TERIAK FITNAH ORG PKI ANTEK ASING/ASENG YG PASANG MERAH PUTIH TERBALIK SIAPA YG FANS ASING ISIS ALQAEDA.DLL SIAPA,1,0,0,1,1,0,0,0,0,0,1,0,partai keadilan sejahterafront pembela islamdan kawan kawan teriak fitnah orang partai  indonesia   yang pasang merah putih terbalik siapa yang fan  isis al qaedadan lain lain siapa
"Pndukung Prabowo spt ARB, SDA adl org2 BEJAD tabiatnya kasar termasuk org ini &gt;&gt; USER smoga dilaknat oleh ALLAH'",1,1,0,1,0,0,0,0,1,0,1,0,pendukung prabowo surat pemberitahuan tahunan arb sda adalah orang  tabiatnya kasar termasuk orang ini begitubegitu pengguna semoga dilaknat oleh allah
"Kenapa gua jijiq? Gua mandangnya sebagai ""ORANG AWAM YANG GAK SUKA KPOP""! jadi mikir ""kan org korea tuh HOMO atau LESBI"" pdhl tuh idol kita mah di korea hidup tentram normal dan gua yakin sih bbrp idol udh punya pacar jadi wajar aja selama masih lawan je",0,1,0,0,0,0,0,0,0,0,0,0,kenapa gue  gue mandangnya sebagai orang awam yang tidak suka korea pop jadi pikir kan orang korea itu  atau  padahal itu idol kita adalah di korea hidup tentram normal dan gue yakin sih beberapa idol sudah punya pacar jadi wajar saja selama masih lawan je
"USER Mana la saya tau, saya kan autis'",0,0,0,0,0,0,0,0,0,0,0,0,pengguna mana lah saya tau saya kan
"USER Salah ikut korg la. Knape bile berkaitan ngan gay ja smua org nak jadi ""alim""? Penyelamat? ""Saviour""? Padahal korg smua org asing? Tngok gay ja trus kata ""truk"". Gay ialah ciri sahaja. Tengok pada individu. Klau dia rakyat yg baik, biarkan la",0,0,0,0,0,0,0,0,0,0,0,0,pengguna salah ikut korg lah kenapa bila berkaitan juragan  saja semua orang nak jadi alim penyelamat saviour padahal korg semua orang  tengok  saja terus kata truk  ialah ciri sahaja tengok pada individu kalau dia rakyat yang baik biarkan lah
"Ributkan ekonomi salah, Ributkan hukum salah, Ributkan otoriter salah, Ributkan patung salah. Trus kami bolehnya apa pak USER",1,0,1,0,0,0,0,0,1,1,0,0,ributkan ekonomi salah ributkan hukum salah ributkan otoriter salah ributkan patung salah terus kami bolehnya apa pak pengguna
"USER USER Bukan sok kristen kan emg kristen bgt haha. Yaudah semoga dia ga denial dan hidup dg tenang tanpa saya :'(""",0,0,0,0,0,0,0,0,0,0,0,0,pengguna pengguna bukan sok kristen kan memang kristen banget haha ya sudah semoga dia tidak denial dan hidup dengan tenang tanpa saya
USER Juventus adalah budaya turun temurun ya teh..�???�???�???,0,0,0,0,0,0,0,0,0,0,0,0,pengguna juventus adalah budaya turun temurun ya teh
"Tai adalah, saat gue biasa aja, dia baik banget &amp; ngejar-ngejar gue. Eh pas gue udah sayang + nyaman, dia malah jadi cuek &amp; pergi gitu aja'",0,1,0,0,0,0,0,0,0,0,0,0,adalah saat gue biasa saja dia baik banget amp mengejarmengejar gue eh pas gue sudah sayang  nyaman dia malah jadi cuek amp pergi begitu saja
"Kata Sandiaga, Sampah di Kolong Tol Pelabuhan Sudah Ada Sejak Orde Baru",0,0,0,0,0,0,0,0,0,0,0,0,kata sandiaga  di kolong tol pelabuhan sudah ada sejak orde baru
"AB : cinta kedamaian, gak suka hal yang ribet",0,0,0,0,0,0,0,0,0,0,0,0,ab  cinta kedamaian tidak suka hal yang ribet
USER Perusahaan transportasi online paling biadap yg tidak mengikuti UU no 22 th 2009dan menolak permen nomor 108th2017 perusahaan komunis yg didanai komunis cina',1,0,0,1,0,1,0,0,0,0,1,0,pengguna perusahaan transportasi online paling biadab yang tidak mengikuti undang undang no  tahun  dan menolak permen nomor  tahun perusahaan  yang didanai  cina
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Ini klo hanya ikut iku,0,0,0,0,0,0,0,0,0,0,0,0,pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna ini kalau hanya ikut ikut
Ahok foto dgn bos Alexis lgsg dituduh backingin giliran Asma Dewi foto dgn Prabowo,1,0,1,0,0,0,0,0,1,1,0,0,ahok foto dengan bos alexis langsung dituduh melindungi giliran asma dewi foto dengan prabowo
"USER Sudahlah... biarlah itu menjadi sejarah kelam bangsa kita. Yang pasti sekarang harus waspada, jangan sampai antek orba bangkit lagi.'",0,0,0,0,0,0,0,0,0,0,0,0,pengguna sudahlah biarlah itu menjadi sejarah kelam bangsa kita yang pasti sekarang harus waspada jangan sampai  orde baru bangkit lagi
"USER USER Fiksi itu bersifat imajiner atau naratif ; Dlm Fiksi/imajinasi tak ada hukumnya Wajib Percaya, jd blh percaya blh tidak sesuai narasi pemikiran masing2 orang.; ; Dlm Agama hukumnya wajib percaya pd Firman Nya dlm Kitab Suci.; ; Jd y",0,0,0,0,0,0,0,0,0,0,0,0,pengguna pengguna fiksi itu bersifat imajiner atau naratif  dalam fiksiimajinasi tak ada hukumnya wajib percaya jadi boleh percaya boleh tidak sesuai narasi pemikiran masing orang  dalam agama hukumnya wajib percaya pada firman nya dalam kitab suci  jadi iya
"4. Oleh karena itu, Presiden USER mengajak para ulama untuk ikut serta bersama pemerintah menyejukkan suasana menjelang pilkada serentak #JokowiAjakUlamaSejukkanPilkada",0,0,0,0,0,0,0,0,0,0,0,0,oleh karena itu presiden pengguna mengajak para ulama untuk ikut serta bersama pemerintah menyejukkan suasana menjelang pilihan kepala daerah serentak jokowi ajak ulama sejukkan pemilihan kepala daerah
6. Bagaimana caramu mengantisipasi diri dari stress dan tekanan? USER #KUchat,0,0,0,0,0,0,0,0,0,0,0,0,bagaimana caramu mengantisipasi diri dari stres dan tekanan pengguna aku chat
"USER USER USER USER Makanya jgn cuma ikut2an anti aseng ya,investor kebanyakan aseng.di tangan jokowi aseng ga bakal bs jajah indonesia,hnya krj sama yg saling menguntungkan.giliran investor aseng di cabut yg susah rakyat jg'",0,0,0,0,0,0,0,0,0,0,0,0,pengguna pengguna pengguna pengguna makanya jangan cuma ikut an anti  yainvestor kebanyakan di tangan jokowi  tidak bakal bisa jajah indonesiahanya kerja sama yang saling menguntungkangiliran investor  di pergi yang susah rakyat juga
USER Engga.. cemilan praun skrg kulit buaya',0,0,0,0,0,0,0,0,0,0,0,0,pengguna tidak camilan pra ujian nasional sekarang kulit
